RedFighter,BlueFighter,RedFighter_KD,BlueFighter_KD,RedFighter_STR,BlueFighter_STR,RedFighter_TD,BlueFighter_TD,RedFighter_SUB,BlueFighter_SUB,Event,Date,Location,WL,Winner,Victory_Result,Victory_Method,Round,Time,Weight_Class,Title,Fight_Bonus,Perf_Bonus,Sub_Bonus,KO_Bonus
Gauge Young,Maheshate,0,0,112,66,3,0,0,0,UFC Fight Night: Walker vs. Zhang,"August 23, 2025","Shanghai, Hebei, China",WIN,Gauge Young,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Lone'er Kavanagh,Charles Johnson,0,1,59,44,1,1,1,0,UFC Fight Night: Walker vs. Zhang,"August 23, 2025","Shanghai, Hebei, China",WIN,Charles Johnson,KO/TKOPunch,KO/TKOPunch,2,4:35,Flyweight,0.0,0.0,1.0,0.0,0.0
Rongzhu,Austin Hubbard,0,0,101,75,0,2,0,0,UFC Fight Night: Walker vs. Zhang,"August 23, 2025","Shanghai, Hebei, China",WIN,Rongzhu,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Michel Pereira,Kyle Daukaus,0,1,2,5,0,0,0,0,UFC Fight Night: Walker vs. Zhang,"August 23, 2025","Shanghai, Hebei, China",WIN,Kyle Daukaus,KO/TKOElbows,KO/TKOElbows,1,0:43,Middleweight,0.0,0.0,1.0,0.0,0.0
Westin Wilson,Yizha,0,2,0,13,0,0,0,0,UFC Fight Night: Walker vs. Zhang,"August 23, 2025","Shanghai, Hebei, China",WIN,Yizha,KO/TKOPunches,KO/TKOPunches,1,0:37,Featherweight,0.0,0.0,0.0,0.0,0.0
SuYoung You,Xiao Long,0,0,58,68,0,0,0,0,UFC Fight Night: Walker vs. Zhang,"August 23, 2025","Shanghai, Hebei, China",WIN,SuYoung You,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Uran Satybaldiev,Diyar Nurgozhay,1,0,2,7,0,1,2,0,UFC Fight Night: Walker vs. Zhang,"August 23, 2025","Shanghai, Hebei, China",WIN,Uran Satybaldiev,SUBEzekiel,SUBEzekiel Choke,1,2:45,Light Heavyweight,0.0,0.0,1.0,0.0,0.0
Khamzat Chimaev,Dricus Du Plessis,0,0,37,13,12,1,0,1,UFC 319: Du Plessis vs. Chimaev,"August 16, 2025","Chicago, Illinois, USA",WIN,Khamzat Chimaev,U-DEC,U-DEC,5,5:00,Middleweight,1.0,0.0,1.0,0.0,0.0
Lerone Murphy,Aaron Pico,1,0,8,13,0,2,1,0,UFC 319: Du Plessis vs. Chimaev,"August 16, 2025","Chicago, Illinois, USA",WIN,Lerone Murphy,KO/TKOSpinning,KO/TKOSpinning Back Elbow,1,3:21,Featherweight,0.0,0.0,1.0,0.0,0.0
Carlos Prates,Geoff Neal,1,0,32,25,0,0,0,0,UFC 319: Du Plessis vs. Chimaev,"August 16, 2025","Chicago, Illinois, USA",WIN,Carlos Prates,KO/TKOSpinning,KO/TKOSpinning Back Elbow,1,4:59,Welterweight,0.0,0.0,1.0,0.0,0.0
Michael Page,Jared Cannonier,0,0,29,20,0,2,0,0,UFC 319: Du Plessis vs. Chimaev,"August 16, 2025","Chicago, Illinois, USA",WIN,Michael Page,U-DEC,U-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Kai Asakura,Tim Elliott,0,0,21,27,0,2,0,2,UFC 319: Du Plessis vs. Chimaev,"August 16, 2025","Chicago, Illinois, USA",WIN,Tim Elliott,SUBGuillotine,SUBGuillotine Choke,2,4:39,Flyweight,0.0,0.0,1.0,0.0,0.0
Baisangur Susurkaev,Eric Nolan,0,0,36,22,2,0,1,0,UFC 319: Du Plessis vs. Chimaev,"August 16, 2025","Chicago, Illinois, USA",WIN,Baisangur Susurkaev,SUBRear,SUBRear Naked Choke,2,2:01,Middleweight,0.0,0.0,0.0,0.0,0.0
Gerald Meerschaert,Michal Oleksiejczuk,0,1,3,23,0,0,0,0,UFC 319: Du Plessis vs. Chimaev,"August 16, 2025","Chicago, Illinois, USA",WIN,Michal Oleksiejczuk,KO/TKOPunches,KO/TKOPunches,1,3:03,Middleweight,0.0,0.0,0.0,0.0,0.0
Jessica Andrade,Loopy Godinez,0,0,90,107,0,1,0,0,UFC 319: Du Plessis vs. Chimaev,"August 16, 2025","Chicago, Illinois, USA",WIN,Loopy Godinez,U-DEC,U-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Chase Hooper,Alexander Hernandez,0,1,20,17,0,0,0,0,UFC 319: Du Plessis vs. Chimaev,"August 16, 2025","Chicago, Illinois, USA",WIN,Alexander Hernandez,KO/TKOPunch,KO/TKOPunch,1,4:58,Lightweight,0.0,0.0,0.0,0.0,0.0
Edson Barboza,Drakkar Klose,0,0,71,53,0,0,0,0,UFC 319: Du Plessis vs. Chimaev,"August 16, 2025","Chicago, Illinois, USA",WIN,Drakkar Klose,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Karine Silva,Dione Barbosa,0,0,26,31,1,3,2,1,UFC 319: Du Plessis vs. Chimaev,"August 16, 2025","Chicago, Illinois, USA",WIN,Karine Silva,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Joseph Morales,Alibi Idiris,0,0,29,28,2,0,2,0,UFC 319: Du Plessis vs. Chimaev,"August 16, 2025","Chicago, Illinois, USA",WIN,Joseph Morales,SUBTriangle,SUBTriangle Choke,2,3:04,Flyweight,1.0,0.0,0.0,0.0,0.0
Anthony Hernandez,Roman Dolidze,0,0,91,36,9,0,1,0,UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025","Las Vegas, Nevada, USA",WIN,Anthony Hernandez,SUBRear,SUBRear Naked Choke,4,2:45,Middleweight,0.0,0.0,1.0,0.0,0.0
Ode Osbourne,Steve Erceg,0,0,35,20,1,3,0,1,UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025","Las Vegas, Nevada, USA",WIN,Steve Erceg,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Iasmin Lucindo,Angela Hill,0,0,72,64,3,0,0,1,UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025","Las Vegas, Nevada, USA",WIN,Iasmin Lucindo,U-DEC,U-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Christian Rodriguez,Andre Fili,0,0,83,64,1,3,0,0,UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025","Las Vegas, Nevada, USA",WIN,Andre Fili,S-DEC,S-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Miles Johns,Jean Matsumoto,0,0,83,95,5,0,0,2,UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025","Las Vegas, Nevada, USA",WIN,Jean Matsumoto,S-DEC,S-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Christian Leroy Duncan,Eryk Anders,1,0,24,7,0,1,0,0,UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025","Las Vegas, Nevada, USA",WIN,Christian Leroy Duncan,KO/TKOPunches,KO/TKOPunches,1,3:53,Middleweight,0.0,0.0,1.0,0.0,0.0
Julius Walker,Rafael Cerqueira,1,0,44,19,6,0,0,0,UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025","Las Vegas, Nevada, USA",WIN,Julius Walker,U-DEC,U-DEC,3,5:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Toshiomi Kazama,Elijah Smith,0,0,0,37,1,0,1,0,UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025","Las Vegas, Nevada, USA",WIN,Elijah Smith,KO/TKOSlam,KO/TKOSlam,1,4:10,Bantamweight,0.0,0.0,1.0,0.0,0.0
Priscila Cachoeira,Joselyne Edwards,0,1,18,26,0,0,0,0,UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025","Las Vegas, Nevada, USA",WIN,Joselyne Edwards,KO/TKOPunch,KO/TKOPunch,1,2:24,Women's Bantamweight,0.0,0.0,1.0,0.0,0.0
Uros Medic,Gilbert Urbina,1,1,5,5,0,0,0,0,UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025","Las Vegas, Nevada, USA",WIN,Uros Medic,KO/TKOPunch,KO/TKOPunch,1,1:03,Welterweight,0.0,0.0,0.0,0.0,0.0
Julija Stoliarenko,Gabriella Fernandes,0,0,61,59,0,0,0,0,UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025","Las Vegas, Nevada, USA",WIN,Gabriella Fernandes,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Eric McConico,Cody Brundage,0,0,26,31,0,3,0,0,UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025","Las Vegas, Nevada, USA",WIN,Eric McConico,S-DEC,S-DEC,3,5:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Tatsuro Taira,HyunSung Park,1,0,7,3,4,0,1,0,UFC Fight Night: Taira vs. Park,"August 02, 2025","Las Vegas, Nevada, USA",WIN,Tatsuro Taira,SUBNeck,SUBNeck Crank,2,1:06,Flyweight,0.0,0.0,0.0,0.0,0.0
Chris Duncan,Mateusz Rebecki,0,0,92,114,0,2,0,0,UFC Fight Night: Taira vs. Park,"August 02, 2025","Las Vegas, Nevada, USA",WIN,Chris Duncan,U-DEC,U-DEC,3,5:00,Lightweight,0.0,1.0,0.0,0.0,0.0
Esteban Ribovics,Elves Brener,0,0,122,118,0,0,0,0,UFC Fight Night: Taira vs. Park,"August 02, 2025","Las Vegas, Nevada, USA",WIN,Esteban Ribovics,U-DEC,U-DEC,3,5:00,Lightweight,0.0,1.0,0.0,0.0,0.0
Karol Rosa,Nora Cornolle,0,0,33,27,2,0,2,0,UFC Fight Night: Taira vs. Park,"August 02, 2025","Las Vegas, Nevada, USA",WIN,Karol Rosa,U-DEC,U-DEC,3,5:00,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0
Elizeu Zaleski dos Santos,Neil Magny,0,0,20,42,1,2,0,0,UFC Fight Night: Taira vs. Park,"August 02, 2025","Las Vegas, Nevada, USA",WIN,Neil Magny,KO/TKOPunches,KO/TKOPunches,2,4:39,Welterweight,0.0,0.0,0.0,0.0,0.0
Danny Silva,Kevin Vallejos,0,0,69,90,1,2,0,0,UFC Fight Night: Taira vs. Park,"August 02, 2025","Las Vegas, Nevada, USA",WIN,Kevin Vallejos,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Rinya Nakamura,Nathan Fletcher,1,0,12,3,0,0,0,0,UFC Fight Night: Taira vs. Park,"August 02, 2025","Las Vegas, Nevada, USA",WIN,Rinya Nakamura,KO/TKOKick,KO/TKOKick,1,1:02,Bantamweight,0.0,0.0,0.0,0.0,0.0
Tresean Gore,Rodolfo Vieira,0,0,41,89,0,1,0,0,UFC Fight Night: Taira vs. Park,"August 02, 2025","Las Vegas, Nevada, USA",WIN,Rodolfo Vieira,U-DEC,U-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Andrey Pulyaev,Nick Klein,1,0,23,10,0,4,0,1,UFC Fight Night: Taira vs. Park,"August 02, 2025","Las Vegas, Nevada, USA",WIN,Andrey Pulyaev,KO/TKOKick,KO/TKOKick,2,1:31,Middleweight,0.0,0.0,0.0,0.0,0.0
Austin Bashi,John Yannis,0,0,2,0,1,0,1,0,UFC Fight Night: Taira vs. Park,"August 02, 2025","Las Vegas, Nevada, USA",WIN,Austin Bashi,SUBRear,SUBRear Naked Choke,1,3:39,Featherweight,0.0,0.0,0.0,0.0,0.0
Felipe Bunes,Rafael Estevam,0,0,26,33,0,5,2,0,UFC Fight Night: Taira vs. Park,"August 02, 2025","Las Vegas, Nevada, USA",WIN,Rafael Estevam,U-DEC,U-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0
Ketlen Souza,Piera Rodriguez,0,0,56,64,0,7,0,0,UFC Fight Night: Taira vs. Park,"August 02, 2025","Las Vegas, Nevada, USA",WIN,Piera Rodriguez,S-DEC,S-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Reinier de Ridder,Robert Whittaker,0,1,67,66,2,0,0,0,UFC Fight Night: Whittaker vs. De Ridder,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Reinier de Ridder,S-DEC,S-DEC,5,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Petr Yan,Marcus McGhee,0,0,81,64,1,0,0,0,UFC Fight Night: Whittaker vs. De Ridder,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Petr Yan,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Shara Magomedov,Marc-Andre Barriault,0,0,93,39,0,2,0,0,UFC Fight Night: Whittaker vs. De Ridder,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Shara Magomedov,U-DEC,U-DEC,3,5:00,Middleweight,0.0,1.0,0.0,0.0,0.0
Asu Almabayev,Jose Ochoa,0,0,22,26,7,1,2,2,UFC Fight Night: Whittaker vs. De Ridder,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Asu Almabayev,U-DEC,U-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0
Bogdan Guskov,Nikita Krylov,1,0,23,16,0,0,0,0,UFC Fight Night: Whittaker vs. De Ridder,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Bogdan Guskov,KO/TKOPunches,KO/TKOPunches,1,4:18,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Bryce Mitchell,Said Nurmagomedov,0,1,13,20,3,0,0,1,UFC Fight Night: Whittaker vs. De Ridder,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Bryce Mitchell,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Carlos Leal,Muslim Salikhov,0,1,5,3,0,0,0,0,UFC Fight Night: Whittaker vs. De Ridder,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Muslim Salikhov,KO/TKOPunch,KO/TKOPunch,1,0:42,Welterweight,0.0,0.0,1.0,0.0,0.0
Davey Grant,Da'Mon Blackshear,0,0,66,33,0,1,0,1,UFC Fight Night: Whittaker vs. De Ridder,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Davey Grant,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Tabatha Ricci,Amanda Ribas,0,0,34,30,1,1,0,0,UFC Fight Night: Whittaker vs. De Ridder,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Tabatha Ricci,KO/TKOElbow,KO/TKOElbow,2,2:59,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Billy Elekana,Ibo Aslan,0,0,35,28,0,0,0,0,UFC Fight Night: Whittaker vs. De Ridder,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Billy Elekana,U-DEC,U-DEC,3,5:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Steven Nguyen,Mohammad Yahya,6,0,92,57,0,0,0,0,UFC Fight Night: Whittaker vs. De Ridder,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Steven Nguyen,KO/TKO,KO/TKO,2,5:00,Featherweight,0.0,0.0,1.0,0.0,0.0
Martin Buday,Marcus Buchecha,0,0,41,24,0,1,0,0,UFC Fight Night: Whittaker vs. De Ridder,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",WIN,Martin Buday,U-DEC,U-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0
Dustin Poirier,Max Holloway,1,1,109,198,0,0,1,0,UFC 318: Holloway vs. Poirier 3,"July 19, 2025","New Orleans, Louisiana, USA",WIN,Max Holloway,U-DEC,U-DEC,5,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Paulo Costa,Roman Kopylov,1,0,99,48,0,0,0,0,UFC 318: Holloway vs. Poirier 3,"July 19, 2025","New Orleans, Louisiana, USA",WIN,Paulo Costa,U-DEC,U-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Daniel Rodriguez,Kevin Holland,2,1,77,82,0,1,0,0,UFC 318: Holloway vs. Poirier 3,"July 19, 2025","New Orleans, Louisiana, USA",WIN,Daniel Rodriguez,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Patricio Freire,Dan Ige,0,0,55,47,5,0,0,0,UFC 318: Holloway vs. Poirier 3,"July 19, 2025","New Orleans, Louisiana, USA",WIN,Patricio Freire,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Daniel Zellhuber,Michael Johnson,0,1,52,80,0,0,0,0,UFC 318: Holloway vs. Poirier 3,"July 19, 2025","New Orleans, Louisiana, USA",WIN,Michael Johnson,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Vinicius Oliveira,Kyler Phillips,1,0,96,49,1,0,0,0,UFC 318: Holloway vs. Poirier 3,"July 19, 2025","New Orleans, Louisiana, USA",WIN,Vinicius Oliveira,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Brendan Allen,Marvin Vettori,0,0,111,109,3,0,0,0,UFC 318: Holloway vs. Poirier 3,"July 19, 2025","New Orleans, Louisiana, USA",WIN,Brendan Allen,U-DEC,U-DEC,3,5:00,Middleweight,0.0,1.0,0.0,0.0,0.0
Francisco Prado,Nikolay Veretennikov,0,0,47,56,3,2,1,0,UFC 318: Holloway vs. Poirier 3,"July 19, 2025","New Orleans, Louisiana, USA",WIN,Nikolay Veretennikov,S-DEC,S-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Robert Valentin,Ateba Gautier,0,1,2,19,0,0,0,0,UFC 318: Holloway vs. Poirier 3,"July 19, 2025","New Orleans, Louisiana, USA",WIN,Ateba Gautier,KO/TKOPunch,KO/TKOPunch,1,1:10,Middleweight,0.0,0.0,1.0,0.0,0.0
Adam Fugitt,Islam Dulatov,0,1,14,21,0,0,0,0,UFC 318: Holloway vs. Poirier 3,"July 19, 2025","New Orleans, Louisiana, USA",WIN,Islam Dulatov,KO/TKOPunch,KO/TKOPunch,1,4:06,Welterweight,0.0,0.0,1.0,0.0,0.0
Marcin Prachnio,Jimmy Crute,0,0,21,5,0,3,0,2,UFC 318: Holloway vs. Poirier 3,"July 19, 2025","New Orleans, Louisiana, USA",WIN,Jimmy Crute,SUBArmbar,SUBArmbar,1,4:42,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Lukasz Brzeski,Ryan Spann,0,0,5,8,0,1,0,2,UFC 318: Holloway vs. Poirier 3,"July 19, 2025","New Orleans, Louisiana, USA",WIN,Ryan Spann,SUBGuillotine,SUBGuillotine Choke,1,2:47,Heavyweight,0.0,0.0,0.0,0.0,0.0
Jackson McVey,Brunno Ferreira,0,0,4,7,0,1,0,1,UFC 318: Holloway vs. Poirier 3,"July 19, 2025","New Orleans, Louisiana, USA",WIN,Brunno Ferreira,SUBArmbar,SUBArmbar,1,3:35,Middleweight,0.0,0.0,0.0,0.0,0.0
Nicolle Caliari,Carli Judice,0,1,32,109,1,0,0,0,UFC 318: Holloway vs. Poirier 3,"July 19, 2025","New Orleans, Louisiana, USA",WIN,Carli Judice,KO/TKOKnee,KO/TKOKnee,3,1:30,Women's Flyweight,0.0,0.0,1.0,0.0,0.0
Tallison Teixeira,Derrick Lewis,0,1,3,9,0,0,0,0,UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",WIN,Derrick Lewis,KO/TKOPunches,KO/TKOPunches,1,0:35,Heavyweight,0.0,0.0,0.0,0.0,0.0
Gabriel Bonfim,Stephen Thompson,0,0,40,42,5,0,0,0,UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",WIN,Gabriel Bonfim,S-DEC,S-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Steve Garcia,Calvin Kattar,1,0,85,26,0,0,0,0,UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",WIN,Steve Garcia,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Nate Landwehr,Morgan Charriere,0,1,63,67,0,2,0,0,UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",WIN,Morgan Charriere,KO/TKOPunch,KO/TKOPunch,3,0:27,Featherweight,0.0,1.0,0.0,0.0,0.0
Austen Lane,Vitor Petrino,0,0,3,3,0,1,0,2,UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",WIN,Vitor Petrino,SUBRear,SUBRear Naked Choke,1,4:16,Heavyweight,0.0,0.0,0.0,0.0,0.0
Junior Tafa,Tuco Tokkos,0,0,24,11,0,5,0,1,UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",WIN,Tuco Tokkos,SUBArm,SUBArm Triangle,2,4:25,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Max Griffin,Chris Curtis,0,0,59,64,0,0,0,0,UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",WIN,Chris Curtis,S-DEC,S-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Chidi Njokuani,Jake Matthews,0,0,5,3,0,1,0,1,UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",WIN,Jake Matthews,SUBRear,SUBRear Naked Choke,1,1:09,Welterweight,0.0,0.0,0.0,0.0,0.0
Eduarda Moura,Lauren Murphy,0,0,64,38,2,2,0,2,UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",WIN,Eduarda Moura,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Valter Walker,Kennedy Nzechukwu,0,0,4,0,1,0,1,0,UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",WIN,Valter Walker,SUBHeel,SUBHeel Hook,1,0:54,Heavyweight,0.0,0.0,1.0,0.0,0.0
Mike Davis,Mitch Ramirez,1,0,47,51,1,0,2,0,UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",WIN,Mike Davis,KO/TKOPunches,KO/TKOPunches,2,4:08,Lightweight,0.0,0.0,0.0,0.0,0.0
Melissa Martinez,Fatima Kline,0,1,44,92,0,0,0,0,UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",WIN,Fatima Kline,KO/TKOKick,KO/TKOKick,3,2:36,Women's Strawweight,0.0,0.0,1.0,0.0,0.0
Ilia Topuria,Charles Oliveira,1,0,21,9,0,0,0,0,UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",WIN,Ilia Topuria,KO/TKOPunch,KO/TKOPunch,1,2:27,Lightweight,1.0,0.0,1.0,0.0,0.0
Alexandre Pantoja,Kai Kara-France,0,0,42,38,3,0,2,0,UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",WIN,Alexandre Pantoja,SUBRear,SUBRear Naked Choke,3,1:55,Flyweight,1.0,0.0,0.0,0.0,0.0
Brandon Royval,Joshua Van,0,1,215,204,0,0,0,0,UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",WIN,Joshua Van,U-DEC,U-DEC,3,5:00,Flyweight,0.0,1.0,0.0,0.0,0.0
Renato Moicano,Beneil Dariush,1,0,31,56,0,5,0,0,UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",WIN,Beneil Dariush,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Payton Talbott,Felipe Lima,0,0,59,26,0,3,0,0,UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",WIN,Payton Talbott,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Gregory Rodrigues,Jack Hermansson,1,0,18,30,0,0,0,0,UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",WIN,Gregory Rodrigues,KO/TKOPunch,KO/TKOPunch,1,4:21,Middleweight,0.0,0.0,1.0,0.0,0.0
Hyder Amil,Jose Delgado,0,1,3,9,0,0,0,0,UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",WIN,Jose Delgado,KO/TKOKnee,KO/TKOKnee,1,0:26,Featherweight,0.0,0.0,0.0,0.0,0.0
Viviane Araujo,Tracy Cortez,0,0,22,65,0,3,0,1,UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",WIN,Tracy Cortez,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Viacheslav Borshchev,Terrance McKinney,0,0,2,1,0,1,0,2,UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",WIN,Terrance McKinney,SUBGuillotine,SUBGuillotine Choke,1,0:55,Lightweight,0.0,0.0,0.0,0.0,0.0
Jacobe Smith,Niko Price,0,0,46,34,2,0,1,0,UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",WIN,Jacobe Smith,SUBRear,SUBRear Naked Choke,2,4:03,Welterweight,0.0,0.0,0.0,0.0,0.0
Alvin Hines,Jhonata Diniz,0,0,82,112,1,0,0,0,UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",WIN,Jhonata Diniz,U-DEC,U-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0
Khalil Rountree Jr.,Jamahal Hill,1,0,102,69,0,0,0,0,UFC Fight Night: Hill vs. Rountree Jr.,"June 21, 2025","Baku, Azerbaijan",WIN,Khalil Rountree Jr.,U-DEC,U-DEC,5,5:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Ignacio Bahamondes,Rafael Fiziev,0,0,50,62,0,4,0,0,UFC Fight Night: Hill vs. Rountree Jr.,"June 21, 2025","Baku, Azerbaijan",WIN,Rafael Fiziev,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Rizvan Kuniev,Curtis Blaydes,0,0,45,56,0,2,0,0,UFC Fight Night: Hill vs. Rountree Jr.,"June 21, 2025","Baku, Azerbaijan",WIN,Curtis Blaydes,S-DEC,S-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0
Tofiq Musayev,Myktybek Orolbai,0,0,2,2,0,3,0,1,UFC Fight Night: Hill vs. Rountree Jr.,"June 21, 2025","Baku, Azerbaijan",WIN,Myktybek Orolbai,SUBKimura,SUBKimura,1,4:35,Catch Weight,0.0,0.0,0.0,0.0,0.0
Nikolas Motta,Nazim Sadykhov,1,1,66,93,0,0,0,0,UFC Fight Night: Hill vs. Rountree Jr.,"June 21, 2025","Baku, Azerbaijan",WIN,Nazim Sadykhov,KO/TKOPunches,KO/TKOPunches,2,4:17,Lightweight,0.0,1.0,1.0,0.0,0.0
